 1955    .  8.39 . .
1956       .           .         .      .
 1957 2.24  6.46 . .
1958       .           .         .      .
 1959 1.07  1.89 . .
1960       .           .         .      .
 1961 1.09  5.48 . .
1962       .           .         .      .
 1963 1.95  2.32 . .
1964       .           .         .      .
 1965 1.19 12.97 . .
1966       .           .         .      .
 1967 1.83  3.93 . .
1968       .           .         .      .
 1969 1.53  9.77 . .
1970       .           .         .      .
 1971 1.81  6.79 . .
1972       .           .         .      .
 1973 1.75  4.89 . .
1974       .           .         .      .
 1975 1.37  8.24 . .
1976       .           .         .      .
 1977 2.39 14.40 . .
1978       .           .         .      .
 1979 3.56 18.68 . .
1980       .           .         .      .
 1981 4.49 15.35 . .
1982       .           .         .      .
 1983 4.63 18.86 . .
1984       .           .         .      .
 1985 6.46  7.06 . .
1986       .           .         .      .
 1987 3.22 15.65 . .
