1934       3401              .             .               .
1935       3036              .             .               .
1936       2582              .             .               .
1937       3543              .             .               . 
1938       3234              .             .               .
1939       8415              .             .               .
1940      26429        3400000             .               .
1941      44339        1024000             .               .
1942      39651         674000             .               .
1943       7490         228000             .               .
1944       1952         106000             .               .
1945       2531          43000             .               .
1946        368           1000             .               .
1947        667          28000             .               .
1948        256           9000             .               .
1949       2400         176000             .               .
1950         43             50             .               . 
1951       2031         413000             .               .
1952          0              .             .               .
1953        642          95000             .               .
1954          6            700             .               .
1955       5143        1266000             .               .
1956        509           5000             .               .
1957       1303         563000             .               .
1958         87          11000             .               .
1959      20189        5332000             .               .
1960          0              .             .               .
1961      14712        5940000             .               .
1962          4            100             .               .
1963       8320        3256000             .               .
1964       1305         310000             .               .
1965       6334        2268000             .               .
1966       3125         750000             .               .
