1952            150            360           .              .              
1953            100            310           .              .              
1954             80            600           .              .              
1955            500           1290           .              .              
1956            400            743           .              .              
1957            130             76           .              .              
1958            107            133           .              .              
1959            644            372           .              .              
1960            495            474           .              .              
1961            294            437           .              .              
1962             16            327           .              .              
1963             92            508           .              .              
1964            129            930           .              .              
1965            181           1089           .              .              
1966            206            470           .              .              
1967            282            175           .              .              
1968            195            176           .              .              
1969            512            536           .              .              
1970            371            309           .              .              
1971            211            303           .              .              
1972             60            229           .              .              
1973             60            725           .              .              
1974            359           1574           .              .              
1975            241           3981           .              .              
1976            186           2394           .              .              
1977             96           2015           .              .              
1978            536            527           .              .              
1979            860            847           .              .              
1980           1988            373           .              .              
1981            591           1025           .              .              
1982            424            518           .              .              
1983            150            544           .              .              
1984            185            779           .              .              
1985            212           1629           .              .              
1986            308           2606           .              .              
1987            169            830           .              .              
1988            170           1345           .              .              
1989            460           1640           .              .              
1990            370           1800           .              .              
1991            760            .             .              .              
1992            310            .             .              .              
1993            410            .             .              .              
1994            450            .             .              .              
1995            470            .             .              .              
