1966           .               210          .            . 
1967           .                81          .            . 
1968         145               178          .            . 
1969         151                47          .           0.10 
1970         189              2676          .           0.35
1971          88               108          .           0.87
1972        1126               532          .           0.97
1973         165               153          .           1.89
1974          65              1036          .           2.28
1975          49                59          .           1.14
1976         116               186          .           2.18
1977          22               175          .           1.65
1978          40               485          .           1.52
1979          27               189          .           1.81
1980          30               205          .           2.48
1981          30                61          .           1.82
1982          28                69          .           1.75
1983           6                .           .           2.97
1984           8                .           .           1.80
