"assessid","stockid","scientificname","stocklong","Fmsy","Ftype","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","minratio"
"AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK","ALPLAICBSAI","Pleuronectes quadrituberculatus","Alaska plaice Bering Sea and Aleutian Islands","0.62","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0209677419354839,0.0274193548387097,0.0161290322580645,0.0516129032258065,0.0564516129032258,0.0258064516129032,0.0306451612903226,0.0225806451612903,0.032258064516129,0.05,0.0612903225806452,0.111290322580645,0.0451612903225806,0.154838709677419,0.0387096774193548,0.0306451612903226,0.0419354838709677,0.0532258064516129,0.0435483870967742,0.0370967741935484,0.067741935483871,0.0596774193548387,0.0790322580645161,0.0532258064516129,0.0532258064516129,0.0564516129032258,0.0338709677419355,0.0467741935483871,0.0387096774193548,0.0306451612903226,0.0467741935483871,0.0758064516129032,0.0870967741935484,0.0693548387096774,0.0161290322580645
"AFSC-ARFLOUNDBSAI-1970-2008-STANTON","ARFLOUNDBSAI","Reinhardtius stomias","Arrowtooth flounder Bering Sea and Aleutian Islands","0.0566956","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34519319231747,0.815303123676556,0.699936435613594,0.953151686685418,1.19094180343612,1.08414088980171,0.707103558324579,0.80507238526695,0.513347941079502,0.377681877381074,0.338030085345013,0.209274890976040,0.784672364562805,0.266948154178979,0.432983344885018,0.678018881579444,0.304755723249579,0.260240102668678,0.384427784445286,0.242870163324753,0.373206414696137,0.251608241334047,0.370090045817292,0.249012074652844,0.292067721205386,0.300008856437461,0.237531794035197,0.250261489484665,0.330028059469141,0.242993146277216,0.226729944390502,0.192824295528026,0.313944723564346,0.192824295528026
"AFSC-ARFLOUNDGA-1958-2010-STANTON","ARFLOUNDGA","Reinhardtius stomias","Arrowtooth flounder Gulf of Alaska","0.0402732","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0330363393497592,0.0325646360942696,0.154808751531989,0.142391763270946,0.105906695647998,0.0815914153794159,0.115649417865192,0.07153093093863,0.254713160056814,0.523318483885246,0.22792738429217,0.110845402383189,0.109386641166815,0.305623834980086,0.253748403113501,0.216358453435936,0.212501111665936,0.187566425619444,0.109115960930058,0.143026007422755,0.075596859065714,0.0320466253436115,0.0240280943024617,0.0912251485699258,0.0896817997730317,0.0431902952935118,0.123408165448582,0.156817379999071,0.246046983358925,0.236511204859866,0.357422678030389,0.283471957501286,0.352100762222448,0.257166795648193,0.20307251675907,0.247104163468671,0.351664668892048,0.270011586429261,0.260598138776145,0.345814439155462,0.172499611333601,0.218587465463116,0.304059055557034,0.279162279050432,NA,NA
"AFSC-ATKABSAI-1976-2009-STANTON","ATKABSAI","Pleurogrammus monopterygius","Atka mackerel Bering Sea and Aleutian Islands","0.228094","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491360684351862,0.546228872545012,0.451754379251697,0.227333420205916,0.212705591870345,0.226013053659146,0.13848188394107,0.418555400319435,0.518715212292529,0.514880009350919,0.356586297032864,0.327992344618754,0.188603102275817,0.184664204757108,0.243261282165565,0.294827406719127,0.440136786002952,0.547995571336095,0.744788857537999,1.01803765969698,0.682529909534209,0.673101033008185,0.632291260054236,0.595072347763098,0.687823350043811,0.445304549556989,0.460959200258991,0.447478054437891,0.528343745049249,0.590793090094121,0.487879515527013,0.546564952035914,0.13848188394107
"AFSC-CABEZNCAL-1916-2005-STANTON","CABEZNCAL","Scorpaenichthys marmoratus","Cabezon Northern California","0.0855558","Schaefer Fmsy",0.676751396779227,0.827883281333551,0.526140528745971,0.33711039897249,0.236937408540748,0.246964513785460,0.524551461557163,0.479262420752532,0.371408308965535,0.318229387590199,0.235806384654249,0.214986492095053,0.322204421854113,0.70185702191745,0.36840359400378,0.496486239030914,0.629214304164695,0.361058064876118,0.33553226617249,0.367938433069611,0.481034704867275,0.281406599269087,0.601714707826433,0.58879972455358,0.564977429429336,0.333972994115170,0.493044007425175,0.498514896146503,0.839991578894432,0.615180935253584,0.919531391230006,0.623611228197648,1.00102960119813,0.999758471726168,0.507154639772065,0.441566145776565,1.12888292392614,1.21131146867764,1.06690831883283,1.40169973097489,0.965043428548597,0.855793926093214,1.75823648687015,1.17837171565591,0.941444844722555,1.56884146586693,2.00971542302084,2.37998131845729,2.92312278220478,1.59939439783893,1.42809221043123,0.982062672258384,0.890481690038431,0.863191472718492,0.994158154875713,NA,NA,NA,NA,NA
"AFSC-CABEZSCAL-1932-2005-STANTON","CABEZSCAL","Scorpaenichthys marmoratus","Cabezon Southern California","0.137149","Schaefer Fmsy",0.0953017478733869,0.0840246434189414,0.114100148324488,0.170029365304530,0.394060515349904,0.397546991580311,0.548808499261081,0.431224526985864,0.297188902632757,0.0766180077206367,0.0357922804581134,0.0413939826560868,0.123373917875526,0.245297400407985,0.197623545210329,0.286637923861183,0.443986185303335,0.256554656349273,0.184083656983490,0.174281304114768,0.224033889923217,0.348759536031463,1.07780341099667,0.487968091678133,0.501705914167074,0.73762557341881,0.500079503983426,0.323372992044242,0.465351738600133,0.335167794304978,4.39065578920365,1.83333209530735,2.93824563207452,1.38470769052165,2.89207532721222,2.58483173758096,2.650172114503,2.37752085018478,1.32188323668986,1.08614360040325,2.42412339151135,2.73264329746843,1.95529607272597,0.581974738616383,1.73959533639102,1.41860010275123,2.11104688992676,1.61670317776720,2.31425893912135,2.81854072048900,2.87257675683281,1.71711836103859,1.10114869110899,0.794185922094073,0.528447726431252,NA,NA,NA,NA,NA
"AFSC-DUSROCKGA-1973-2008-MELNYCHUK","DUSROCKGA","Sebastes variabilis","Dusky rockfish Gulf of Alaska","0.107","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252336448598131,0.130841121495327,0.168224299065421,0.392523364485981,0.542056074766355,0.551401869158878,0.616822429906542,0.355140186915888,0.0280373831775701,0.0186915887850467,0.00934579439252337,0.364485981308411,0.532710280373832,0.485981308411215,0.560747663551402,0.869158878504673,0.841121495327103,0.850467289719626,0.785046728971963,0.672897196261682,0.616822429906542,0.663551401869159,0.897196261682243,0.80373831775701,0.616822429906542,0.654205607476636,0.542056074766355,0.485981308411215,0.420560747663551,0.411214953271028,0.542056074766355,NA,0.00934579439252337
"AFSC-FLSOLEBSAI-1977-2008-STANTON","FLSOLEBSAI","Hippoglossoides elassodon","Flathead sole Bering Sea and Aleutian Islands","0.144395","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430134794476956,0.309921128614342,0.144182125081188,0.139358862250557,0.113599023459427,0.0846439418701375,0.0829243297813936,0.058478350619039,0.0656151404221575,0.0550375091589092,0.0348375226927335,0.0594812418859881,0.0291121630554643,0.150496646478655,0.101636994084389,0.100016964007294,0.093389653426758,0.116320159165595,0.101548843837804,0.121152023752771,0.148476805539240,0.182228343864097,0.141710516680855,0.161080032356942,0.143115254926925,0.126496198839183,0.118069820004536,0.144218318396805,0.133901050463151,0.147006442856540,0.155127376923177,0.179176239583796,0.0291121630554643
"AFSC-GHALBSAI-1960-2009-STANTON","GHALBSAI","Reinhardtius hippoglossoides","Greenland turbot Bering Sea and Aleutian Islands","0.566","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159010600706714,0.229681978798587,0.424028268551237,0.565371024734982,0.406360424028269,0.477031802120141,0.106007067137809,0.088339222614841,0.088339222614841,0.106007067137809,0.088339222614841,0.0530035335689046,0.106007067137809,0.194346289752650,0.176678445229682,0.247349823321555,0.229681978798587,0.247349823321555,0.141342756183746,0.194346289752650,0.212014134275618,0.282685512367491,0.335689045936396,0.371024734982332,0.406360424028269,0.212014134275618,0.141342756183746,0.088339222614841,0.106007067137809,0.0706713780918728,0.106007067137809,0.159010600706714,0.088339222614841,0.0353356890459364,0.088339222614841,0.141342756183746,0.123674911660777,0.088339222614841,0.106007067137809,0.159010600706714,0.106007067137809,0.141342756183746,0.123674911660777,0.088339222614841,0.088339222614841,0.0530035335689046,0.0530035335689046,0.0530035335689046,NA,0.0353356890459364
"AFSC-NROCKBSAI-1974-2009-STANTON","NROCKBSAI","Sebastes polyspinis","Northern rockfish Bering Sea and Aleutian Islands","0.0331354","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955158271497742,1.06781626010926,0.186455043465335,0.176120120967305,0.0384901583813514,0.0631507937281506,0.0218208412162432,0.0542263334231425,0.0448958254671626,0.0605990087368207,0.0817611381678937,0.108700339926962,0.0751198500028338,0.278851297028257,0.155045611499569,0.321000194971888,0.903777867144405,0.789019528697066,0.685064195768576,1.10417329667391,0.355064924244281,0.604288634051225,0.885760832212652,0.806123877820764,1.01238147487085,0.636061481911726,0.767822359926752,0.72853648918793,0.614835383676108,0.589816059456293,0.612106309604844,0.133997901078741,0.0218208412162432
